"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz002k673r",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",116,"In progress","Interview of Nancy Dennis","Interview"
"21198/zz002k6748",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",117,"In progress","Interview of Nellie Chung","Interview"
"21198/zz002k6769",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",119,"In progress","Interview of Oak Yip Gee","Interview"
"21198/zz002k675s",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",118,"In progress","Interview of Noemi Crews","Interview"
"21198/zz002k678b",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",121,"In progress","Interview of Paul Quon","Interview"
"21198/zz002k677t",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",120,"In progress","Interview of Ora Yuen","Interview"
"21198/zz002k679v",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",122,"In progress","Interview of Paul Tom","Interview"
"21198/zz002k67bc",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",123,"In progress","Interview of Paul Wong","Interview"
"21198/zz002k67cw",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",124,"In progress","Interview of Peter Soo Hoo","Interview"
"21198/zz002k67dd",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",125,"In progress","Interview of Phillip Chow","Interview"
"21198/zz002k67fx",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",126,"In progress","Interview of Ralph Hum","Interview"
"21198/zz002k67hz",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",128,"In progress","Interview of Richard Lung","Interview"
"21198/zz002k67gf",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",127,"In progress","Interview of Ray Lue","Interview"
"21198/zz002k67jg",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",129,"In progress","Interview of Robert Lee","Interview"
"21198/zz002k67k0",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",130,"In progress","Interview of Robert Mar","Interview"
"21198/zz002k67n1",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",132,"In progress","Interview of Rose Lamb","Interview"
"21198/zz002k67mh",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",131,"In progress","Interview of Rodney Chow","Interview"
"21198/zz002k67pj",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",133,"In progress","Interview of Rose Nim Tom","Interview"
"21198/zz002k67q2",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",134,"In progress","Interview of Rose Wong","Interview"
"21198/zz002k67rk",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",135,"In progress","Interview of Ruth Kim Wong","Interview"
"21198/zz002k67s3",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",136,"In progress","Interview of Sam Chang","Interview"
"21198/zz002k67tm",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",137,"In progress","Interview of Sam Gee","Interview"
"21198/zz002k67v4",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",138,"In progress","Interview of Sam K. Yee","Interview"
"21198/zz002k67wn",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",139,"In progress","Interview of Sang Li Yee","Interview"
"21198/zz002k67x5",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",140,"In progress","Interview of Soy Lung","Interview"
"21198/zz002k67zp",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",141,"In progress","Interview of Spencer Chan","Interview"
"21198/zz002k6816",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",143,"In progress","Interview of Stella Louis","Interview"
"21198/zz002k680p",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",142,"In progress","Interview of Stanley K. Lau","Interview"
"21198/zz002k682q",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",144,"In progress","Interview of Suey Yen Wong","Interview"
"21198/zz002k6837",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",145,"In progress","Interview of Sui Bor Quan","Interview"
"21198/zz002k684r",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",146,"In progress","Interview of Sui-Sim Tom Yee","Interview"
"21198/zz002k6858",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",147,"In progress","Interview of Sui-Ying Wong","Interview"
"21198/zz002k6879",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",150,"In progress","Interview of Taft Leong","Interview"
"21198/zz002k686s",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",148,"In progress","Interview of Swan Yee","Interview"
"21198/zz002k688t",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",151,"In progress","Interview of Thomas Q. Woo","Interview"
"21198/zz002k689b",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",153,"In progress","Interview of Victor Quan","Interview"
"21198/zz002k68bv",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",154,"In progress","Interview of Victor S. Yung","Interview"
"21198/zz002k68cc",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",155,"In progress","Interview of Wah Lieu","Interview"
"21198/zz002k68dw",06-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",156,"In progress","Interview of Wally Wong","Interview"
"21198/zz002k68fd",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",157,"In progress","Interview of Walter Chung","Interview"
"21198/zz002k68hf",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",159,"In progress","Interview of William Chew Chan","Interview"
"21198/zz002k68gx",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",158,"In progress","Interview of Wen Hui Chung Chen","Interview"
"21198/zz002k68jz",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",160,"In progress","Interview of Wing Louie","Interview"
"21198/zz002k68kg",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",161,"In progress","Interview of Wong Y. Louis","Interview"
"21198/zz002k68m0",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",162,"In progress","Interview of Ying Wong Kwan","Interview"
"21198/zz002k68nh",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",163,"In progress","Interview of Yook Tom","Interview"
"21198/zz002k68p1",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",164,"In progress","Interview of Yu-Shan Han","Interview"
"21198/zz002k68qj",06-OCT-15,"nehodge@library.ucla.edu",06-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",50,"In progress","Interview of Fung Chow Chan","Interview"
"21198/zz002k68sk",06-OCT-15,"jcolling@library.ucla.edu",06-OCT-15,"jcolling@library.ucla.edu","21198/zz002jb6v1",100,"In progress","Interview of Mable Hong","Interview"
"21198/zz002k68t3",07-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",90,"In progress","Interview of Lillian Wong","Interview"
"21198/zz002k68vm",07-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",110,"In progress","Interview of May Wong","Interview"
"21198/zz002k68w4",07-OCT-15,"nehodge@library.ucla.edu",07-OCT-15,"nehodge@library.ucla.edu","21198/zz002jb6v1",23,"In progress","Interview of Chune Young","Interview"
"21198/zz002k68xn",08-OCT-15,"jcolling@library.ucla.edu",11-OCT-19,"tbarnett@library.ucla.edu","21198/zz002jkbgd",1,"Completed","SESSION 1 (11/25/2014)","Audio"
"21198/zz002k68z5",08-OCT-15,"jcolling@library.ucla.edu",14-FEB-17,"jcolling@library.ucla.edu","21198/zz002jkbdc",2,"Completed","SESSION 2 (8/9/2014)","Audio"
"21198/zz002k691p",15-OCT-15,"nehodge@library.ucla.edu",25-MAY-18,"tbarnett@library.ucla.edu","21198/zz002k359j",1,"Completed","SESSION 1 (5/18/2009)","Audio"
"21198/zz002k6926",15-OCT-15,"nehodge@library.ucla.edu",25-MAY-18,"tbarnett@library.ucla.edu","21198/zz002k359j",2,"Completed","SESSION 2 (5/22/2009)","Audio"
"21198/zz002k693q",15-OCT-15,"nehodge@library.ucla.edu",25-MAY-18,"tbarnett@library.ucla.edu","21198/zz002k359j",3,"Completed","SESSION 3 (5/29/2009)","Audio"
"21198/zz002k6947",15-OCT-15,"nehodge@library.ucla.edu",25-MAY-18,"tbarnett@library.ucla.edu","21198/zz002k359j",4,"Completed","SESSION 4 (6/5/2009)","Audio"
"21198/zz002k695r",15-OCT-15,"nehodge@library.ucla.edu",01-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k353f",1,"Completed","SESSION 1 (3/5/2010)","Audio"
"21198/zz002k6968",15-OCT-15,"nehodge@library.ucla.edu",01-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k354z",1,"Completed","SESSION 1 (10/9/2009)","Audio"
"21198/zz002k697s",16-OCT-15,"nehodge@library.ucla.edu",08-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k35ck",1,"Completed","SESSION 1 (3/6/2010)","Audio"
"21198/zz002k6989",16-OCT-15,"nehodge@library.ucla.edu",08-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k35ck",2,"Completed","SESSION 2 (3/6/2010)","Audio"
"21198/zz002k699t",16-OCT-15,"nehodge@library.ucla.edu",15-JUN-18,"tbarnett@library.ucla.edu","21198/zz002jb3r1",1,"Completed","SESSION 1 (3/23/2009)","Audio"
"21198/zz002k69bb",16-OCT-15,"nehodge@library.ucla.edu",15-JUN-18,"tbarnett@library.ucla.edu","21198/zz002jb3r1",2,"Completed","SESSION 2 (3/30/2009)","Audio"
"21198/zz002k69cv",16-OCT-15,"nehodge@library.ucla.edu",30-APR-18,"oralhistory@library.ucla.edu","21198/zz002k3560",1,"Completed","SESSION 1 (10/19/2009)","Audio"
"21198/zz002k69dc",16-OCT-15,"nehodge@library.ucla.edu",13-APR-18,"tbarnett@library.ucla.edu","21198/zz002k355g",1,"Completed","SESSION 1 (1/11/2010)","Audio"
"21198/zz002k6bbt",19-OCT-15,"nehodge@library.ucla.edu",21-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k357h",1,"Completed","SESSION 1 (2/19/2010)","Audio"
"21198/zz002k6bcb",19-OCT-15,"nehodge@library.ucla.edu",28-JUN-18,"tbarnett@library.ucla.edu","21198/zz002k3581",1,"Completed","SESSION 1 (3/1/2010)","Audio"
"21198/zz002k6bdv",20-OCT-15,"nehodge@library.ucla.edu",23-SEP-19,"jcolling@library.ucla.edu","21198/zz002k31qt",2,"In progress","SESSION 1 (4/25/2013)","Audio"
"21198/zz002k6bfc",20-OCT-15,"nehodge@library.ucla.edu",23-SEP-19,"jcolling@library.ucla.edu","21198/zz002k31qt",3,"In progress","SESSION 2 (5/2/2013)","Audio"
"21198/zz002k6bgw",20-OCT-15,"nehodge@library.ucla.edu",23-SEP-19,"jcolling@library.ucla.edu","21198/zz002k31qt",4,"In progress","SESSION 3 (5/9/2013)","Audio"
"21198/zz002k6bhd",20-OCT-15,"nehodge@library.ucla.edu",05-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k31vw",1,"Completed","SESSION 1 (5/8/2014)","Audio"
"21198/zz002k6bjx",20-OCT-15,"nehodge@library.ucla.edu",05-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k31vw",2,"Completed","SESSION 2 (5/15/2014)","Audio"
"21198/zz002k6bkf",20-OCT-15,"nehodge@library.ucla.edu",05-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k31vw",3,"Completed","SESSION 3 (5/29/2014)","Audio"
"21198/zz002k6bmz",20-OCT-15,"nehodge@library.ucla.edu",05-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k31vw",4,"Completed","SESSION 4 (6/4/2014)","Audio"
"21198/zz002k6bng",21-OCT-15,"nehodge@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k31ns",1,"Completed","SESSION 1 (5/14/2015)","Audio"
"21198/zz002k6bp0",21-OCT-15,"nehodge@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k31ns",2,"Completed","SESSION 2 (8/6/2015)","Audio"
"21198/zz002k6bqh",21-OCT-15,"nehodge@library.ucla.edu",18-DEC-18,"jcolling@library.ucla.edu","21198/zz002k31ns",3,"Completed","SESSION 3 (9/24/2015)","Audio"
"21198/zz002k6br1",21-OCT-15,"nehodge@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k31ns",4,"Completed","SESSION 4 (10/1/2015)","Audio"
"21198/zz002k6bsj",21-OCT-15,"nehodge@library.ucla.edu",19-JUL-18,"tbarnett@library.ucla.edu","21198/zz002k31rb",1,"Completed","SESSION 1 (6/10/2015)","Audio"
"21198/zz002k6bt2",21-OCT-15,"nehodge@library.ucla.edu",19-JUL-18,"tbarnett@library.ucla.edu","21198/zz002k31rb",2,"Completed","SESSION 2 (6/24/2015)","Audio"
"21198/zz002k6bvk",21-OCT-15,"nehodge@library.ucla.edu",19-JUL-18,"tbarnett@library.ucla.edu","21198/zz002k31rb",3,"Completed","SESSION 3 (7/15/2015)","Audio"
"21198/zz002k6bw3",21-OCT-15,"nehodge@library.ucla.edu",09-MAR-18,"oralhistory@library.ucla.edu","21198/zz002k31tc",1,"Completed","SESSION 1 (7/15/2014)","Audio"
"21198/zz002k6bz4",21-OCT-15,"nehodge@library.ucla.edu",09-MAR-18,"oralhistory@library.ucla.edu","21198/zz002k31tc",3,"Completed","SESSION 3 (7/29/2014)","Audio"
"21198/zz002k6bxm",21-OCT-15,"nehodge@library.ucla.edu",09-MAR-18,"oralhistory@library.ucla.edu","21198/zz002k31tc",2,"Completed","SESSION 2 (7/22/2014)","Audio"
"21198/zz002k6cpg",26-OCT-15,"nehodge@library.ucla.edu",06-MAR-20,"tbarnett@library.ucla.edu","21198/zz002k31m8",1,"In progress","SEALED SESSION 1 (8/20/2014)","Audio"
"21198/zz002k6cq0",26-OCT-15,"nehodge@library.ucla.edu",06-MAR-20,"tbarnett@library.ucla.edu","21198/zz002k31m8",2,"In progress","SEALED SESSION 2 (8/27/2014)","Audio"
"21198/zz002k6crh",26-OCT-15,"nehodge@library.ucla.edu",06-MAR-20,"tbarnett@library.ucla.edu","21198/zz002k31m8",3,"In progress","SEALED SESSION 3 (9/11/2014)","Audio"
"21198/zz002k6cs1",26-OCT-15,"nehodge@library.ucla.edu",06-MAR-20,"tbarnett@library.ucla.edu","21198/zz002k31m8",4,"In progress","SEALED SESSION 4 (9/18/2014)","Audio"
"21198/zz002k6ctj",27-OCT-15,"nehodge@library.ucla.edu",03-AUG-18,"tbarnett@library.ucla.edu","21198/zz002k31p9",1,"Completed","SESSION 1 (5/1/2014)","Audio"
"21198/zz002k6cwk",27-OCT-15,"nehodge@library.ucla.edu",03-AUG-18,"tbarnett@library.ucla.edu","21198/zz002k31p9",3,"Completed","SESSION 3 (3/19/2015)","Audio"
"21198/zz002k6cv2",27-OCT-15,"nehodge@library.ucla.edu",03-AUG-18,"tbarnett@library.ucla.edu","21198/zz002k31p9",2,"Completed","SESSION 2 (12/4/2014)","Audio"
"21198/zz002k6d14",29-OCT-15,"jcolling@library.ucla.edu",23-JUN-20,"oralhistory@library.ucla.edu","21198/zz00094bm0",,"Completed","Interview of Miguel Luna","Interview"
"21198/zz002k6d35",29-OCT-15,"nehodge@library.ucla.edu",29-OCT-15,"nehodge@library.ucla.edu","21198/zz002c2gn4",2,"In progress","SESSION 2 (10/7/2009)","Audio"
"21198/zz002k6d2n",29-OCT-15,"nehodge@library.ucla.edu",29-OCT-15,"nehodge@library.ucla.edu","21198/zz002c2gn4",1,"In progress","SESSION 1 (10/6/2009)","Audio"
"21198/zz002k6d4p",29-OCT-15,"nehodge@library.ucla.edu",29-OCT-15,"nehodge@library.ucla.edu","21198/zz002c2gn4",3,"In progress","SESSION 3 (10/8/2009)","Audio"
"21198/zz002k6d56",29-OCT-15,"nehodge@library.ucla.edu",29-OCT-15,"nehodge@library.ucla.edu","21198/zz000900jb",1,"In progress","SESSION 1 (8/7/1979)","Audio"
"21198/zz002k6d8r",30-OCT-15,"nehodge@library.ucla.edu",02-JUN-17,"tbarnett@library.ucla.edu","21198/zz002jj8j1",3,"In progress","SESSION 3 (10/11/2014)","Audio"
"21198/zz002k6d98",30-OCT-15,"jcolling@library.ucla.edu",26-SEP-17,"oralhistory@library.ucla.edu","21198/zz002jj8kj",1,"Sealed","SESSION 1 (7/25/2014)","Audio"
"21198/zz002k6dc9",30-OCT-15,"jcolling@library.ucla.edu",09-JUN-17,"tbarnett@library.ucla.edu","21198/zz002jj8kj",3,"Sealed","SESSION 3 (9/4/2014)","Audio"
"21198/zz002k6dbs",30-OCT-15,"jcolling@library.ucla.edu",09-JUN-17,"tbarnett@library.ucla.edu","21198/zz002jj8kj",2,"Sealed","SESSION 2 (9/3/2014)","Audio"
"21198/zz002k6ddt",30-OCT-15,"jcolling@library.ucla.edu",09-JUN-17,"tbarnett@library.ucla.edu","21198/zz002jj8kj",4,"Sealed","SESSION 4 (11/10/2014)","Audio"
"21198/zz002k6dgv",03-NOV-15,"nehodge@library.ucla.edu",30-MAR-17,"tbarnett@library.ucla.edu","21198/zz002jj8m2",1,"Completed","SESSION 1 (4/28/2014)","Audio"
"21198/zz002k6dhc",04-NOV-15,"nehodge@library.ucla.edu",30-MAR-17,"tbarnett@library.ucla.edu","21198/zz002jj8m2",2,"Completed","SESSION 2 (5/8/2014)","Audio"
"21198/zz002k6djw",04-NOV-15,"nehodge@library.ucla.edu",07-APR-17,"tbarnett@library.ucla.edu","21198/zz002jj8m2",3,"Completed","SESSION 3 (5/23/2014)","Audio"
"21198/zz002k6dkd",04-NOV-15,"nehodge@library.ucla.edu",04-NOV-15,"nehodge@library.ucla.edu","21198/zz0008zthj",1,"In progress","TAPE NUMBER: I, Side One (July 31, 1968)","Audio"
"21198/zz002k6dmx",04-NOV-15,"nehodge@library.ucla.edu",04-NOV-15,"nehodge@library.ucla.edu","21198/zz0008zthj",2,"In progress","TAPE NUMBER: I, Side Two (July 31, 1968)","Audio"
"21198/zz002k6dnf",04-NOV-15,"nehodge@library.ucla.edu",04-NOV-15,"nehodge@library.ucla.edu","21198/zz0008zthj",3,"In progress","TAPE NUMBER: II, Side One (August 7, 1968)","Audio"
"21198/zz002k6dpz",04-NOV-15,"nehodge@library.ucla.edu",04-NOV-15,"nehodge@library.ucla.edu","21198/zz0008zthj",4,"In progress","TAPE NUMBER: II, Side Two (August 7, 1968)","Audio"
"21198/zz002k6dqg",04-NOV-15,"nehodge@library.ucla.edu",04-NOV-15,"nehodge@library.ucla.edu","21198/zz0008zthj",5,"In progress","TAPE NUMBER: III, Side One (August 13, 1968)","Audio"
"21198/zz002k6gz2",13-NOV-15,"jdruskin@ucla.edu",25-NOV-19,"oralhistory@library.ucla.edu","21198/zz002hkgxn",3,"Completed","SESSION 3 (3/8/2013)","Audio"
"21198/zz002k6jsf",25-NOV-15,"nehodge@library.ucla.edu",25-NOV-15,"nehodge@library.ucla.edu","21198/zz002j753t",3,"In progress","Segal Legal Agreement","Audio"
"21198/zz002k6jtz",07-DEC-15,"nehodge@library.ucla.edu",19-AUG-16,"tbarnett@library.ucla.edu","21198/zz002jb72m",1,"Completed","SESSION 1 (3/26/2009)","Audio"
"21198/zz002k6jw0",07-DEC-15,"nehodge@library.ucla.edu",27-APR-17,"jcolling@library.ucla.edu","21198/zz002jb72m",3,"Completed","SESSION 3 (4/6/2009)","Audio"
"21198/zz002k6jvg",07-DEC-15,"nehodge@library.ucla.edu",27-APR-17,"jcolling@library.ucla.edu","21198/zz002jb72m",2,"Completed","SESSION 2 (4/6/2009)","Audio"
"21198/zz002k6jz1",07-DEC-15,"nehodge@library.ucla.edu",27-APR-17,"jcolling@library.ucla.edu","21198/zz002jb72m",5,"Completed","SESSION 5 (5/1/2009)","Audio"
"21198/zz002k6jxh",07-DEC-15,"nehodge@library.ucla.edu",27-APR-17,"jcolling@library.ucla.edu","21198/zz002jb72m",4,"Completed","SESSION 4 (4/23/2009)","Audio"
"21198/zz002k6k1j",07-DEC-15,"nehodge@library.ucla.edu",10-MAY-17,"jcolling@library.ucla.edu","21198/zz002jb72m",10,"Completed","SESSION 7B (4/21/2010)","Audio"
"21198/zz002k6k01",07-DEC-15,"nehodge@library.ucla.edu",27-APR-17,"jcolling@library.ucla.edu","21198/zz002jb72m",6,"Completed","SESSION 6 (5/8/2009)","Audio"
"21198/zz002k6k3k",07-DEC-15,"nehodge@library.ucla.edu",19-AUG-16,"tbarnett@library.ucla.edu","21198/zz002jb72m",12,"Completed","SESSION 9 (5/19/2010)","Audio"
"21198/zz002k6k22",07-DEC-15,"nehodge@library.ucla.edu",19-AUG-16,"tbarnett@library.ucla.edu","21198/zz002jb72m",11,"Completed","SESSION 8 (5/12/2010)","Audio"
"21198/zz002k6p4j",22-DEC-15,"jcolling@library.ucla.edu",25-NOV-20,"tbarnett@library.ucla.edu","21198/zz00093sk9",41,"Completed","Interview of Kitty Maryatt","Interview"
"21198/zz002k6p52",22-DEC-15,"jcolling@library.ucla.edu",12-AUG-16,"oralhistory@library.ucla.edu","21198/zz002k6p4j",1,"Completed","SESSION 1 (10/10/2014)","Audio"
"21198/zz002k6p6k",22-DEC-15,"jcolling@library.ucla.edu",17-JUN-16,"tbarnett@library.ucla.edu","21198/zz002k6p4j",2,"Completed","SESSION 2 (10/30/2014)","Audio"
"21198/zz002k6p73",22-DEC-15,"jcolling@library.ucla.edu",17-JUN-16,"tbarnett@library.ucla.edu","21198/zz002k6p4j",3,"Completed","SESSION 3 (1/14/2015)","Audio"
"21198/zz002k6p8m",22-DEC-15,"jcolling@library.ucla.edu",17-JUN-16,"tbarnett@library.ucla.edu","21198/zz002k6p4j",4,"Completed","SESSION 4 (2/4/2015)","Audio"
"21198/zz002k6p94",22-DEC-15,"jcolling@library.ucla.edu",17-JUN-16,"tbarnett@library.ucla.edu","21198/zz002k6p4j",5,"Completed","SESSION 5 (3/13/2015)","Audio"
"21198/zz002k6pdp",22-DEC-15,"jcolling@library.ucla.edu",19-JUL-17,"oralhistory@library.ucla.edu","21198/zz002k6d14",1,"Completed","SESSION 1 (4/27/2015)","Audio"
"21198/zz002k6pgq",22-DEC-15,"jcolling@library.ucla.edu",19-JUL-17,"oralhistory@library.ucla.edu","21198/zz002k6d14",3,"Completed","SESSION 3  (6/1/2015)","Audio"
"21198/zz002k6pf6",22-DEC-15,"jcolling@library.ucla.edu",19-JUL-17,"oralhistory@library.ucla.edu","21198/zz002k6d14",2,"Completed","SESSION 2 (5/22/2015)","Audio"
"21198/zz002k6pjr",08-JAN-16,"jdruskin@ucla.edu",08-JAN-16,"jdruskin@ucla.edu","21198/zz002k31ns",6,"In progress","Chen Legal Agreement","Audio"
"21198/zz002k6prv",08-JAN-16,"jdruskin@ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002hgnsn",17,"In progress","Interview of Andrew and David Fung","Interview"
"21198/zz002k6psc",08-JAN-16,"jdruskin@ucla.edu",05-APR-17,"jcolling@library.ucla.edu","21198/zz002k6prv",1,"In progress","Fung, Andrew Legal Agreement","Audio"
"21198/zz002k6qns",29-JAN-16,"jdruskin@ucla.edu",01-SEP-20,"tbarnett@library.ucla.edu","21198/zz00093sk9",62,"Completed","Interview of Peter Plagens","Interview"
"21198/zz002k6qp9",29-JAN-16,"jdruskin@ucla.edu",12-AUG-16,"oralhistory@library.ucla.edu","21198/zz002k6qns",8,"In progress","Plagens Legal Agreement","Audio"
"21198/zz002k6r72",05-FEB-16,"jdruskin@ucla.edu",12-FEB-16,"jdruskin@ucla.edu","21198/zz002hjgq3",2,"In progress","SESSION 2 (8/21/2012)","Audio"
"21198/zz002k6rc4",09-FEB-16,"jcolling@library.ucla.edu",21-JUL-17,"tbarnett@library.ucla.edu","21198/zz0008zh0f",37,"Completed","The Crafts in Hollywood: Costuming","Series"
"21198/zz002k6rdn",09-FEB-16,"jcolling@library.ucla.edu",17-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rc4",12,"In progress","Interview of Luster Bayless","Interview"
"21198/zz002k6rgp",09-FEB-16,"jcolling@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6rc4",10,"Completed","Interview of Kimberly Little","Interview"
"21198/zz002k6rf5",09-FEB-16,"jcolling@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6rc4",3,"Completed","Interview of Dodie Shepard","Interview"
"21198/zz002k6rh6",09-FEB-16,"jcolling@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6rc4",2,"Completed","Interview of Antoinette Muto","Interview"
"21198/zz002k6rjq",09-FEB-16,"oralhistory@library.ucla.edu",22-SEP-20,"oralhistory@library.ucla.edu","21198/zz002b0jrb",12,"Completed","Interview of Rosa Ayala","Interview"
"21198/zz002k6rk7",09-FEB-16,"jcolling@library.ucla.edu",04-DEC-20,"tbarnett@library.ucla.edu","21198/zz002k6rc4",6,"Completed","Interview of Edwina Pellikka","Interview"
